timestamp,ALK,ALK_rolling_7_day_avg,ALK_rolling_14_day_avg,ALK_rolling_30_day_avg,ALK_rolling_90_day_avg,ALK_7_days_ago,ALK_14_days_ago,ALK_30_days_ago,ALK_90_days_ago,ALK_log_price,ALK_pct_change_7_days,ALK_pct_change_14_days,ALK_pct_change_30_days,ALK_pct_change_90_days
2016-10-27,71.12,73.08142857142857,72.18285714285715,,,75.29,72.96,,,4.264368591205649,-0.055385841413202304,-0.025219298245613888,,
2016-10-28,71.78,72.84142857142857,72.31642857142857,,,74.56,72.31,,,4.273605885719461,-0.0372854077253219,-0.007329553312128352,,
2016-10-31,72.22,72.40285714285714,72.52285714285715,,,73.61,71.94,,,4.279717015849312,-0.018883303898926784,0.003892132332499321,,
2016-11-01,71.43,71.95571428571428,72.5942857142857,,,72.4,72.11,,,4.268717949166882,-0.013397790055248602,-0.009430037442795627,,
2016-11-02,70.96,71.57714285714286,72.45142857142856,,,71.13,73.46,67.09,,4.262116338001324,-0.002389990158864076,-0.03403212632725293,0.05768370845133388,
2016-11-03,69.66,71.18571428571428,72.26214285714285,,,71.12,75.29,68.71,,4.243626264937855,-0.020528683914510796,-0.07477752689600224,0.013826226167952305,
2016-11-04,70.26,71.06142857142858,72.14214285714286,,,71.78,74.56,68.31,,4.252202646837681,-0.021175814990247923,-0.05767167381974245,0.028546332894159022,
2016-11-07,72.57,71.26857142857143,72.175,,,72.22,73.61,,,4.284551613290046,0.004846302963168019,-0.014128515147398536,,
2016-11-08,72.71,71.40142857142857,72.12142857142858,,,71.43,72.4,,,4.286478926661966,0.01791964160716767,0.00428176795580094,,
2016-11-09,73.18,71.53857142857143,71.9707142857143,,,70.96,71.13,69.91,,4.292922159591061,0.03128523111612195,0.02882046956277255,0.0467744242597627,
2016-11-10,74.97,72.04428571428572,72.0,,,69.66,71.12,69.33,,4.31708803351497,0.0762273901808786,0.05413385826771645,0.0813500649069667,
2016-11-11,75.23,72.65428571428572,72.11571428571429,71.56133333333334,,70.26,71.78,70.43,,4.32055008757213,0.07073726159977226,0.048063527444970784,0.06815277580576454,
2016-11-14,77.83,73.82142857142857,72.50357142857142,71.91933333333333,,72.57,72.22,,,4.354526960971297,0.07248174176657028,0.07767931320963721,,
2016-11-15,78.24,74.96142857142857,73.01142857142857,72.237,,72.71,71.43,,,4.359781025726562,0.07605556319625914,0.09533809323813507,,
2016-11-16,77.77,75.7042857142857,73.48642857142856,72.55233333333332,,73.18,70.96,71.94,,4.353755752706852,0.06272205520634037,0.09596956031567085,0.08103975535168194,
2016-11-17,78.85,76.58142857142857,73.99142857142859,72.87766666666668,,74.97,69.66,72.11,,4.367547313409047,0.0517540349473122,0.1319265001435544,0.09346831230065171,
2016-11-18,79.47,77.48,74.50928571428571,73.25633333333333,,75.23,70.26,73.46,,4.375379591952088,0.05636049448358361,0.13108454312553364,0.08181323169071611,
2016-11-21,78.78,78.02428571428571,75.03428571428572,73.552,,77.83,72.57,,,4.36665915754276,0.012206090196582331,0.08557255064076076,,
2016-11-22,81.53,78.9242857142857,75.78928571428571,73.95866666666666,,78.24,72.71,,,4.400971050674819,0.04205010224948884,0.12130380965479312,,
2016-11-23,82.96,79.65714285714284,76.73928571428571,74.37633333333333,,77.77,73.18,73.61,,4.418358563921272,0.06673524495306671,0.133643071877562,0.12702078521939947,
2016-11-25,82.75,80.30142857142856,77.63142857142859,74.70266666666666,,79.47,75.23,71.13,,4.415824014257172,0.04127343651692464,0.09996012229163892,0.1633628567411782,
2016-11-28,82.43,80.96714285714286,78.33571428571429,75.03999999999999,,78.78,77.83,,,4.411949448325136,0.0463315562325464,0.05910317358345122,,
2016-11-29,82.78,81.52857142857144,79.05499999999999,75.40133333333333,,81.53,78.24,,,4.416186486320586,0.015331779712989083,0.05802658486707575,,
2016-11-30,82.27,81.92857142857143,79.7042857142857,75.74,,82.96,77.77,72.22,,4.410006521180839,-0.008317261330761785,0.05786292915005787,0.13915812794239818,
2016-12-01,82.86,82.51142857142858,80.26785714285714,76.05333333333333,,,78.85,71.43,,4.417152436649256,,0.05085605580215606,0.16001679966400661,
2016-12-02,84.83,82.98285714285714,80.95357142857144,76.37133333333333,,82.75,79.47,70.96,,4.440649253819643,0.0251359516616314,0.06744683528375486,0.19546223224351755,
2016-12-05,83.12,83.00571428571428,81.33142857142856,76.65666666666667,,82.43,78.78,,,4.420285346790972,0.00837073880868613,0.055090124397055136,,
2016-12-06,84.8,83.29857142857144,81.79999999999998,77.02966666666667,,82.78,81.53,,,4.440295542797857,0.024402029475718724,0.040107935729179395,,
2016-12-07,87.67,84.04714285714286,82.50714285714285,77.53866666666667,,82.27,82.96,72.57,,4.473579765600494,0.06563753494590988,0.056774349083895954,0.2080749621055534,
2016-12-08,88.55,84.87142857142858,83.2,78.11933333333333,,82.86,,72.71,,4.4835673642288425,0.06867004586048754,,0.21785173978819977,
2016-12-09,89.77,85.94285714285715,83.93571428571428,78.741,,84.83,82.75,73.18,,4.497250843768597,0.05823411528940231,0.084833836858006,0.22670128450396265,
2016-12-12,86.73,86.49571428571429,84.50357142857142,79.23933333333333,,83.12,82.43,,,4.462799844696365,0.043431183830606346,0.05216547373529051,,
2016-12-13,86.87,86.78714285714285,84.885,79.72766666666666,,84.8,82.78,,,4.464412748271829,0.024410377358490654,0.049408069582024684,,
2016-12-14,86.38,87.25285714285714,85.12928571428571,80.22599999999998,,87.67,82.27,77.83,,4.458756167532555,-0.014714269419413782,0.04995745715327579,0.10985481176924061,
2016-12-15,90.12,88.01285714285713,85.6557142857143,80.86466666666665,,88.55,82.86,78.24,,4.501142115564043,0.01773009599096564,0.08761766835626364,0.15184049079754613,
2016-12-16,88.73,88.16428571428571,86.10571428571428,81.50033333333333,,89.77,84.83,77.77,,4.485598050847247,-0.011585162080873256,0.045974301544265066,0.14092837855214105,
2016-12-19,90.33,88.41857142857143,86.645,82.16933333333333,,86.73,83.12,,,4.503469631161752,0.041508128675198826,0.08674205967276219,,
2016-12-20,91.56,88.67428571428572,87.30857142857143,82.80233333333334,,86.87,84.8,,,4.516994495084366,0.05398871877518128,0.07971698113207554,,
2016-12-21,91.12,89.30142857142856,87.89857142857144,83.416,,86.38,87.67,78.78,,4.512177319138927,0.05487381338272759,0.03935211588912972,0.15663874079715667,
2016-12-22,89.1,89.62,88.20357142857142,83.94666666666667,,90.12,88.55,81.53,,4.489759334476764,-0.011318242343542057,0.006211180124223571,0.0928492579418618,
2016-12-23,90.43,90.19857142857144,88.72571428571429,84.46199999999999,,88.73,89.77,82.96,,4.504576070752389,0.019159247154288322,0.007352122089785126,0.09004339440694327,
2016-12-27,90.54,90.25857142857141,89.13571428571429,84.97233333333334,,91.56,86.87,,,4.505791742007813,-0.01114023591087807,0.042247035800621634,,
2016-12-28,88.69,90.25285714285715,89.20857142857143,85.33433333333332,,91.12,86.38,82.43,,4.485147143388361,-0.026668129938542656,0.026742301458671017,0.07594322455416705,
2016-12-29,88.53,89.99571428571429,89.20714285714287,85.67733333333334,,89.1,90.12,82.78,,4.483341477622957,-0.006397306397306321,-0.017643142476697772,0.06946122251751631,
2016-12-30,88.73,89.59142857142858,89.13285714285715,86.04266666666668,,90.43,88.73,82.27,,4.485598050847247,-0.018799071104721916,0.0,0.07852193995381072,
2017-01-03,88.0,89.14571428571428,89.22357142857143,86.34766666666665,,90.54,91.56,,68.31,4.477336814478207,-0.028053898829246807,-0.03888160768894716,,0.288244766505636
2017-01-04,89.18,89.15714285714286,89.38857142857144,86.67133333333332,,88.69,91.12,83.12,69.09,4.49065679919933,0.005524861878453142,-0.0212906057945566,0.07290664100096249,0.29078014184397166
2017-01-05,87.76,88.77571428571427,89.48714285714287,86.97066666666666,,88.53,89.1,84.8,68.11,4.474605815966975,-0.008697616627132001,-0.015039281705948253,0.03490566037735859,0.28850389076493915
2017-01-06,86.98,88.26714285714286,89.26285714285714,87.15233333333335,,88.73,90.43,87.67,,4.465678207169493,-0.019722754423532062,-0.03815105606546503,-0.007870423177825912,
2017-01-09,87.47,88.09285714285714,89.17285714285715,87.30266666666667,,,,,69.33,4.471295877431763,,,,0.26164719457666236
2017-01-10,92.0,88.58857142857143,89.29214285714286,87.611,,88.0,90.54,,70.43,4.5217885770490405,0.045454545454545456,0.016125469405787428,,0.3062615362771545
2017-01-11,93.8,89.31285714285714,89.45214285714287,87.99000000000001,,89.18,88.69,86.73,72.96,4.541164856012179,0.05180533751962312,0.05761641673243883,0.0815173527037933,0.28563596491228077
2017-01-12,93.26,90.06428571428572,89.605,88.33933333333333,,87.76,88.53,86.87,72.31,4.535391291380175,0.06267092069279853,0.05342821642381118,0.07355819039944746,0.2897247960171484
2017-01-13,94.32,90.79857142857144,89.97785714285715,88.741,,86.98,88.73,86.38,,4.546693256229116,0.08438721545182788,0.06300011270145373,0.09191942579300762,
2017-01-17,93.41,91.60571428571428,90.1907142857143,89.09266666666666,,92.0,88.0,,73.46,4.5369984058847574,0.015326086956521701,0.061477272727272686,,0.2715763680914784
2017-01-18,92.93,92.4557142857143,90.36142857142856,89.36266666666667,,93.8,89.18,90.33,75.29,4.531846521569248,-0.009275053304903948,0.04204978694774613,0.02878334993911224,0.23429406295656793
2017-01-19,94.22,93.42,90.75642857142857,89.73266666666667,,93.26,87.76,91.56,74.56,4.545632473271895,0.010293802273214601,0.07360984503190512,0.02905198776758406,0.26368025751072954
2017-01-20,94.71,93.80714285714285,91.19785714285715,90.063,,94.32,86.98,91.12,,4.55081959123801,0.004134860050890592,0.08887100482869613,0.039398595258999004,
2017-01-23,93.07,93.70285714285716,91.50785714285713,90.243,,,87.47,,72.4,4.533351898197619,,0.06402195038298839,,0.2854972375690606
2017-01-24,92.86,93.64571428571428,91.855,90.38666666666667,,93.41,92.0,,71.13,4.531092982591776,-0.005888020554544451,0.009347826086956515,,0.3054969773653874
2017-01-25,93.38,93.51142857142857,92.15499999999999,90.507,,92.93,93.8,,71.12,4.536677189542791,0.004842354460346375,-0.004477611940298526,,0.3129921259842518
2017-01-26,95.9,93.86714285714287,92.73642857142856,90.81266666666667,,94.22,93.26,90.54,71.78,4.563305981889393,0.0178306092124815,0.028307956251340343,0.05920035343494587,0.3360267483978825
2017-01-27,95.13,94.18142857142857,93.31857142857142,91.08800000000001,,94.71,94.32,88.69,,4.555244377218366,0.004434589800443477,0.00858778625954201,0.07261247040252562,
2017-01-30,94.16,94.17285714285713,93.79642857142856,91.34733333333334,,93.07,,,71.43,4.544995462952021,0.011711614913506,,,0.3182136357272853
2017-01-31,93.82,94.04571428571428,93.92642857142857,91.47066666666667,,92.86,93.41,,70.96,4.541378052900312,0.010338143441740187,0.00438925168611494,,0.3221533258173619
2017-02-01,93.63,94.12571428571427,93.91428571428571,91.634,,93.38,92.93,,69.66,4.539350844950798,0.002677232812165346,0.0075325513827610956,,0.3440999138673557
2017-02-02,94.53,94.36428571428573,94.005,91.77399999999999,,95.9,94.22,88.0,70.26,4.548917244437293,-0.014285714285714332,0.0032901719380174304,0.07420454545454547,0.34543125533731844
2017-02-03,94.09,94.46571428571428,93.98857142857142,91.85833333333333,,95.13,94.71,89.18,,4.544251771018675,-0.010932408283401578,-0.006546299229225957,0.055057187710248895,
2017-02-06,95.12,94.35428571428572,94.11071428571428,91.99166666666666,,94.16,93.07,,72.71,4.555139252382526,0.010195412064571028,0.022026431718061797,,0.30821070004126
2017-02-07,94.1,94.20714285714284,94.19428571428571,92.15833333333333,,93.82,92.86,,73.18,4.544358046591334,0.0029844382860797396,0.01335343527891444,,0.28587045640885467
2017-02-08,97.2,94.64142857142858,94.40714285714286,92.384,,93.63,93.38,87.47,74.97,4.576770711466393,0.03812880487023398,0.04090811736988657,0.11123813879044249,0.29651860744297726
2017-02-09,98.41,95.29714285714286,94.67142857142858,92.64633333333333,83.06,94.53,95.9,92.0,75.23,4.589142424910894,0.04104517084523427,0.026173096976016587,0.06967391304347823,0.30812175993619556
2017-02-10,97.35,95.82857142857144,94.97714285714287,92.935,83.39622222222222,94.09,95.13,93.8,,4.578312731818208,0.034647677755340535,0.02333648691264584,0.03784648187633259,
2017-02-13,98.02,96.32714285714285,95.34571428571428,93.25133333333333,83.72188888888888,95.12,94.16,,78.24,4.585171539481402,0.03048780487804869,0.04099405267629566,,0.25281186094069535
2017-02-14,96.3,96.64285714285714,95.55428571428571,93.50366666666667,84.03288888888889,94.1,93.82,,77.77,4.56746831880408,0.023379383634431487,0.02643359624813477,,0.2382666838112383
2017-02-15,96.96,96.90571428571427,95.63,93.80233333333332,84.34255555555555,97.2,93.63,,78.85,4.574298522321004,-0.0024691358024692294,0.03556552387055429,,0.22967660114140775
2017-02-16,96.69,97.2757142857143,95.74142857142859,94.05266666666667,84.6601111111111,98.41,94.53,93.41,79.47,4.5715099844954565,-0.017477898587541906,0.022849888924151025,0.03511401348891983,0.21668554171385426
2017-02-17,96.6,97.18999999999998,95.91571428571429,94.34733333333334,84.95666666666666,97.35,94.09,92.93,,4.570578741218473,-0.007704160246533128,0.026676586247210022,0.039492090821047966,
2017-02-21,96.61,96.93285714285715,96.11500000000001,94.66833333333332,85.25977777777778,96.3,94.1,,82.96,4.570682255529419,0.0032191069574247382,0.026673751328374126,,0.16453712632594028
2017-02-22,97.25,96.91857142857143,96.37357142857142,94.99433333333333,85.55777777777779,96.96,97.2,93.07,,4.577284982498556,0.0029909240924093057,0.0005144032921810407,0.04491243150316973,
2017-02-23,95.89,96.61428571428571,96.47071428571428,95.12400000000001,85.81255555555556,96.69,98.41,92.86,82.75,4.56320170116559,-0.008273864929155002,-0.025607153744538116,0.032629765237992686,0.1587915407854985
2017-02-24,97.01,96.71571428571428,96.67928571428571,95.231,86.087,96.6,97.35,93.38,,4.574814065973192,0.004244306418219573,-0.003492552645094907,0.03887342043264093,
2017-02-27,97.84,96.84142857142857,96.87357142857142,95.38366666666667,86.37477777777778,,98.02,,82.78,4.583333491378917,,-0.0018363599265455277,,0.18192800193283404
2017-02-28,97.82,97.00285714285715,97.13928571428572,95.50033333333333,86.66044444444444,96.61,96.3,,82.27,4.583129055111211,0.012524583376462,0.01578400830737275,,0.18901179044609212
2017-03-01,100.24,97.52285714285715,97.35642857142857,95.72800000000001,86.958,97.25,96.96,94.16,82.86,4.607567310587813,0.03074550128534699,0.03382838283828384,0.06457094307561596,0.20975138788317638
2017-03-02,96.36,97.48714285714286,97.21,95.84233333333333,87.19211111111112,95.89,96.69,93.82,84.83,4.568091177746671,0.004901449577641035,-0.0034129692832764328,0.027073118738009022,0.13591889661676296
2017-03-03,98.94,97.72857142857143,97.32357142857143,95.99966666666666,87.463,97.01,96.6,93.63,,4.594513605799563,0.019894856200391636,0.024223602484472088,0.05671259211791095,
2017-03-06,96.63,97.83428571428571,97.2242857142857,96.06366666666666,87.71877777777777,97.84,,,84.8,4.570889252011217,-0.012367130008176696,,,0.13950471698113207
2017-03-07,95.12,97.56428571428572,97.14,96.13199999999999,87.97122222222222,97.82,96.61,,87.67,4.555139252382526,-0.027601717440196166,-0.015422834075147447,,0.08497775749971487
2017-03-08,95.2,97.18714285714285,97.01428571428572,96.21000000000001,88.23866666666666,100.24,97.25,95.12,88.55,4.55597994179732,-0.050279329608938474,-0.021079691516709482,0.0008410428931875346,0.07509881422924908
2017-03-09,94.78,96.75285714285714,96.87785714285714,96.25666666666666,88.50155555555556,96.36,95.89,94.1,89.77,4.551558416539442,-0.016396845163968433,-0.011575763896130978,0.0072263549415516135,0.055809290408822605
2017-03-10,96.61,96.23428571428572,96.87857142857142,96.28033333333333,88.77744444444444,98.94,97.01,97.2,,4.570682255529419,-0.023549626035981385,-0.0041232862591486,-0.006069958847736661,
2017-03-13,96.58,96.26571428571428,96.87642857142858,96.32866666666665,89.04811111111111,96.63,97.84,,86.87,4.570371680445396,-0.0005174376487632946,-0.01287816843826661,,0.11177621733624948
2017-03-14,94.5,95.63142857142857,96.67999999999999,96.33999999999999,89.30444444444444,95.12,97.82,,86.38,4.548599834499697,-0.00651808242220358,-0.03393988959313017,,0.09400324149108595
2017-03-15,95.36,95.45,96.64214285714286,96.39133333333332,89.57555555555555,95.2,100.24,98.02,90.12,4.55765920331704,0.0016806722689075271,-0.04868316041500395,-0.02713731891450721,0.058144695960940906
2017-03-16,94.14,95.30999999999999,96.43714285714286,96.40833333333333,89.84755555555556,94.78,96.36,96.3,88.73,4.544783035972996,-0.006752479426039255,-0.02303860523038604,-0.02242990654205604,0.060971486532176225
2017-03-17,93.36,95.04714285714286,96.11714285714285,96.36933333333333,90.10422222222222,96.61,98.94,96.96,,4.5364629879783,-0.033640409895455956,-0.05639781685870223,-0.03712871287128707,
2017-03-20,94.82,95.05285714285715,95.90285714285713,96.39366666666666,90.35144444444444,96.58,96.63,,91.56,4.551980357473973,-0.01822323462414584,-0.018731242885232355,,0.03560506771515936
2017-03-21,92.11,94.40999999999998,95.32214285714285,96.29333333333332,90.567,94.5,95.12,,91.12,4.522983515000144,-0.025291005291005298,-0.03164423885618172,,0.01086479367866544
2017-03-22,92.92,93.88714285714286,95.07642857142856,96.25399999999999,90.78633333333333,95.36,95.2,,89.1,4.531738907902208,-0.025587248322147628,-0.023949579831932785,,0.04287317620650963
2017-03-23,94.05,93.82285714285715,94.72714285714287,96.14900000000002,90.99833333333333,94.14,94.78,96.61,90.43,4.54382655574704,-0.0009560229445507054,-0.00770204684532606,-0.026498292102266868,0.04003096317593708
2017-03-24,94.7,93.72857142857143,94.58928571428571,96.02533333333332,91.21466666666666,93.36,96.61,97.25,,4.550714000192032,0.014353041988003464,-0.01977021012317562,-0.02622107969151668,
2017-03-27,95.0,93.85142857142857,94.58071428571428,95.94699999999999,91.40544444444444,94.82,96.58,,90.54,4.553876891600541,0.0018983336848766804,-0.016359494719403588,,0.04925999558206311
2017-03-28,96.33,94.2757142857143,94.66142857142857,95.89066666666666,91.60644444444445,92.11,94.5,,88.69,4.567779796769532,0.0458147866681142,0.019365079365079346,,0.08614274439057391
2017-03-29,94.3,94.20142857142856,94.62714285714286,95.824,91.7901111111111,92.92,95.36,97.84,88.53,4.546481189639412,0.014851485148514802,-0.01111577181208056,-0.03618152085036801,0.06517564667344398
2017-03-30,93.66,94.42285714285713,94.41642857142858,95.714,91.95466666666667,94.05,94.14,97.82,88.73,4.539671203755396,-0.004146730462519942,-0.0050987890376036115,-0.042527090574524605,0.05556181674743595
2017-03-31,92.22,94.32285714285715,94.10499999999999,95.56500000000001,92.09633333333333,94.7,93.36,100.24,,4.52417702677856,-0.026187961985216515,-0.012210796915167101,-0.08000798084596963,
2017-04-03,92.37,94.08285714285715,93.95285714285714,95.42399999999999,92.24733333333333,95.0,94.82,,88.0,4.525802250604519,-0.027684210526315742,-0.025838430710820384,,0.04965909090909096
2017-04-04,90.22,93.44285714285715,93.58571428571429,95.211,92.34388888888887,96.33,92.11,,89.18,4.50225113198025,-0.06342780026990553,-0.020518944739984807,,0.011661807580174837
2017-04-05,90.05,92.73571428571428,93.29357142857143,94.971,92.42266666666667,94.3,92.92,96.63,87.76,4.500365071621965,-0.04506892895015907,-0.03088678433060702,-0.06809479457725343,0.026093892433910575
2017-04-06,89.43,91.75,93.01285714285714,94.75566666666666,92.4968888888889,93.66,94.05,95.12,86.98,4.49345619635809,-0.04516335682254954,-0.049122807017543756,-0.059819175777964646,0.028167394803403113
2017-04-07,89.17,91.01714285714286,92.60928571428572,94.49433333333333,92.57177777777778,92.22,94.7,95.2,,4.490544660146788,-0.03307308609846017,-0.05839493136219642,-0.06334033613445379,
2017-04-10,89.04,90.35714285714286,92.39,94.201,92.64133333333332,92.37,95.0,,92.0,4.489085706967289,-0.03605066580058459,-0.06273684210526309,,-0.03217391304347819
2017-04-11,88.84,89.87428571428572,92.09857142857143,93.90166666666667,92.71433333333334,90.22,96.33,,93.8,4.4868369990262265,-0.01529594324983369,-0.07775355548634896,,-0.05287846481876326
2017-04-12,88.66,89.3442857142857,91.71357142857143,93.51566666666666,92.77877777777778,90.05,94.3,96.58,93.26,4.484808829316908,-0.015435868961687959,-0.059809119830328744,-0.08200455580865605,-0.04932446922582038
2017-04-13,86.33,88.78857142857143,91.11571428571429,93.18133333333331,92.79544444444444,89.43,93.66,94.5,94.32,4.4581771622474315,-0.03466398300346649,-0.07826179799273968,-0.08645502645502648,-0.08471162001696347
2017-04-17,86.91,88.34,90.53785714285716,92.78033333333335,92.83755555555555,89.04,92.37,,93.41,4.464873100449369,-0.023921832884097143,-0.05911010068203971,,-0.06958569746279841
2017-04-18,86.53,87.92571428571429,89.83785714285715,92.44366666666666,92.85677777777778,88.84,90.22,,92.93,4.460491174618648,-0.026001800990544825,-0.04090002216803367,,-0.0688690412138169
2017-04-19,87.19,87.64285714285714,89.33,92.17933333333333,92.85144444444445,88.66,90.05,94.82,94.22,4.468089645439724,-0.016580193999548826,-0.03176013325930038,-0.08046825564226952,-0.07461260878794312
2017-04-20,88.37,87.54714285714286,88.95214285714285,91.95166666666665,92.84944444444443,86.33,89.43,92.11,94.71,4.481532545529913,0.023630255994440012,-0.01185284580118531,-0.04060362609922913,-0.0669411888924083
2017-04-21,89.11,87.58571428571429,88.73,91.76266666666668,92.84211111111112,,89.17,92.92,,4.4898715616246285,,-0.0006728720421666735,-0.041003013344812766,
2017-04-24,90.68,87.87428571428572,88.60928571428572,91.56500000000001,92.886,86.91,89.04,,92.86,4.507336825639328,0.04337820734092752,0.01841868823000899,,-0.023476200732285082
2017-04-25,91.42,88.60142857142857,88.69500000000001,91.393,92.93655555555557,86.53,88.84,,93.38,4.515464272903598,0.05651219230324744,0.029040972534894172,,-0.020989505247376247
2017-04-26,88.25,88.79285714285716,88.56642857142857,91.18466666666667,92.95733333333334,87.19,88.66,95.0,95.9,4.480173695813406,0.012157357495125615,-0.004624407850214263,-0.07105263157894737,-0.07977059436913457
2017-04-27,84.93,88.56428571428572,88.245,90.837,92.89966666666666,88.37,86.33,96.33,95.13,4.441827387791918,-0.038927237750367744,-0.01621684234912535,-0.1183431952662721,-0.10722169662567002
2017-04-28,85.09,88.26428571428572,87.95357142857144,90.53533333333333,92.85922222222221,89.11,,94.3,,4.443709519861466,-0.045112781954887174,,-0.09766702014846229,
2017-05-01,84.42,87.7,87.62357142857142,90.23733333333332,92.79355555555556,90.68,86.91,,93.82,4.435804340354353,-0.06903396559329515,-0.028650327925440054,,-0.10019185674696218
2017-05-02,86.49,87.32571428571428,87.4557142857143,89.95966666666666,92.7372222222222,91.42,86.53,,93.63,4.460028800318421,-0.05392693064974849,-0.0004622674217035277,,-0.0762576097404678
2017-05-03,86.6,86.74285714285715,87.30857142857143,89.77600000000001,92.687,88.25,87.19,92.37,94.53,4.461299815568389,-0.018696883852691283,-0.006766831058607678,-0.06246616866948154,-0.08388871257801764
2017-05-04,85.43,85.88714285714285,87.24428571428572,89.52633333333333,92.64622222222222,84.93,88.37,90.22,94.09,4.447697327163527,0.005887201224537854,-0.03326920900758173,-0.05309244070050978,-0.09203953661388029
2017-05-05,85.24,85.45714285714284,87.125,89.23266666666667,92.58855555555554,85.09,89.11,90.05,,4.445470807230416,0.0017628393465741153,-0.043429469195376554,-0.053414769572459775,
2017-05-08,83.53,85.25714285714285,86.91071428571429,88.86033333333333,92.51066666666668,84.42,90.68,,94.1,4.425205848767815,-0.01054252546789861,-0.07884869872077642,,-0.11232731137088198
2017-05-09,84.21,85.13142857142857,86.69785714285716,88.50066666666666,92.46088888888889,86.49,91.42,,97.2,4.433313679041901,-0.02636142906694417,-0.0788667687595713,,-0.13364197530864205
2017-05-10,83.19,84.9557142857143,86.32785714285714,88.06266666666667,92.40155555555555,86.6,88.25,89.04,98.41,4.421127148295796,-0.03937644341801382,-0.05733711048158643,-0.06570080862533702,-0.15465907936185347
2017-05-11,83.65,84.55,85.93785714285715,87.70766666666667,92.34511111111111,85.43,84.93,88.84,97.35,4.426641427432833,-0.02083577197705725,-0.01507123513481692,-0.058419630796938286,-0.14072932717000503
2017-05-12,83.59,84.12,85.43142857142857,87.37200000000001,92.2961111111111,85.24,85.09,88.66,,4.4259238957110645,-0.01935710933833871,-0.017628393465742156,-0.05718475073313776,
2017-05-15,84.87,84.03999999999999,84.96357142857143,87.127,92.24822222222222,83.53,84.42,,96.3,4.441120673981586,0.01604214054830604,0.0053304904051173045,,-0.11869158878504665
2017-05-16,84.73,83.96714285714286,84.71214285714287,86.87233333333333,92.21455555555555,84.21,86.49,,96.96,4.439469730210373,0.006175038593991334,-0.02034917331483398,,-0.12613448844884478
2017-05-17,82.19,83.7757142857143,84.51642857142858,86.60466666666667,92.16133333333333,83.19,86.6,86.91,96.69,4.409033640160408,-0.012020675561966582,-0.05092378752886832,-0.05430905534460936,-0.14996380184093494
2017-05-18,83.04,83.60857142857142,84.37,86.37100000000001,92.11211111111112,83.65,85.43,86.53,96.6,4.419322419417578,-0.007292289300657494,-0.02797612080065551,-0.04033283254362643,-0.1403726708074533
2017-05-19,84.57,83.80571428571429,84.38071428571428,86.209,92.02955555555556,83.59,85.24,87.19,,4.437579593794131,0.011723890417513934,-0.007860159549507294,-0.0300493175822916,
2017-05-22,85.28,84.03857142857143,84.2942857142857,86.07933333333334,91.9348888888889,84.87,83.53,,96.61,4.445939960417534,0.004830917874396095,0.02095055668622052,,-0.11727564434323567
2017-05-23,85.78,84.35142857142857,84.23571428571428,85.97066666666667,91.85177777777777,84.73,84.21,,97.25,4.451785879088734,0.01239230496872415,0.018643866524165865,,-0.1179434447300771
2017-05-24,84.54,84.30428571428571,84.17214285714284,85.82733333333334,91.74311111111112,82.19,83.19,90.68,95.89,4.437224795138644,0.02859228616620037,0.01622791200865499,-0.06771063078958976,-0.1183647929919699
