timestamp,UAL,UAL_rolling_7_day_avg,UAL_rolling_14_day_avg,UAL_rolling_30_day_avg,UAL_rolling_90_day_avg,UAL_7_days_ago,UAL_14_days_ago,UAL_30_days_ago,UAL_90_days_ago,UAL_log_price,UAL_pct_change_7_days,UAL_pct_change_14_days,UAL_pct_change_30_days,UAL_pct_change_90_days
2016-12-20,76.05,74.06714285714285,72.55571428571429,69.08133333333333,,72.55,70.97,,,4.331391018705302,0.048242591316333565,0.07157954065097927,,
2016-12-21,75.72,74.42142857142858,73.07357142857143,69.62833333333333,,72.94,72.43,68.99,,4.327042326341122,0.03811351795996711,0.04542316719591318,0.0975503696187854,
2016-12-22,74.19,74.6557142857143,73.425,70.097,,74.79,72.74,69.5,,4.306629370201435,-0.008022462896109219,0.019934011547979143,0.06748201438848918,
2016-12-23,74.79,74.91999999999999,73.89142857142858,70.59200000000001,,74.42,75.17,69.88,,4.314684186203576,0.004971781779091703,-0.0050552081947584865,0.07026330852890686,
2016-12-27,74.67,74.90285714285714,74.1557142857143,71.07266666666666,,76.05,72.55,,,4.3130784050476105,-0.01814595660749501,0.02922122674017925,,
2016-12-28,73.53,74.7757142857143,74.23428571428572,71.42566666666667,,75.72,72.94,69.25,,4.297693486208131,-0.028922345483359715,0.008088840142582992,0.061805054151624565,
2016-12-29,73.28,74.60428571428572,74.27285714285713,71.66633333333334,,74.19,74.79,69.72,,4.294287720365875,-0.012265804016713797,-0.02018986495520798,0.051061388410786036,
2016-12-30,72.88,74.15142857142858,74.10928571428572,71.91233333333334,,74.79,74.42,68.95,,4.288814252951703,-0.02553817355261413,-0.020693361999462593,0.05699782451051476,
2017-01-03,72.71,73.72142857142856,74.07142857142857,72.074,,74.67,76.05,,53.82,4.286478926661966,-0.02624882817731362,-0.0439184746877055,,0.3509847640282422
2017-01-04,73.02,73.55428571428571,74.105,72.23166666666665,,73.53,75.72,68.26,53.98,4.29073337622749,-0.0069359445124439695,-0.03565768621236137,0.06973337239964826,0.3527232308262319
2017-01-05,70.93,73.00285714285714,73.96142857142857,72.29633333333335,,73.28,74.19,70.97,52.82,4.261693475213995,-0.03206877729257634,-0.04394123197196376,-0.0005636184303225594,0.3428625520636124
2017-01-06,71.37,72.53142857142858,73.71714285714286,72.35866666666668,,72.88,74.79,72.43,,4.267877612982976,-0.02071899012074631,-0.04572803850782192,-0.014634819826038965,
2017-01-09,71.28,72.21000000000001,73.49285714285713,72.40533333333333,,,,,53.52,4.266615783162554,,,,0.3318385650224215
2017-01-10,73.66,72.26428571428572,73.4342857142857,72.52433333333333,,72.71,74.67,,52.88,4.299459911016919,0.013065603080731713,-0.013526181866881011,,0.3929652042360059
2017-01-11,75.04,72.57285714285715,73.36214285714286,72.71733333333333,,73.02,73.53,73.24,53.69,4.318021304697969,0.02766365379348138,0.02053583571331436,0.024576734025123042,0.39765319426336393
2017-01-12,74.0,72.75714285714285,73.23928571428571,72.86,,70.93,73.28,72.55,53.2,4.30406509320417,0.04328210912166915,0.009825327510917015,0.019986216402481088,0.3909774436090225
2017-01-13,74.32,72.94285714285715,73.24857142857142,73.03899999999999,,71.37,72.88,72.94,,4.308380094505583,0.041333893792910026,0.019758507135016437,0.01891965999451598,
2017-01-17,73.74,73.3442857142857,73.17357142857144,73.21466666666667,,73.66,72.71,,55.44,4.300545392805998,0.0010860711376594937,0.014165864392793305,,0.33008658008658004
2017-01-18,74.0,73.72,73.12571428571428,73.37233333333333,,75.04,73.02,74.48,56.57,4.30406509320417,-0.013859275053304986,0.013420980553273131,-0.006444683136412513,0.3081138412586176
2017-01-19,74.02,74.11142857142856,73.16071428571429,73.56433333333332,,74.0,70.93,76.05,55.6,4.30433532695801,0.0002702702702702165,0.04356407725926954,-0.02669296515450363,0.3312949640287769
2017-01-20,75.24,74.33714285714287,73.30071428571429,73.70666666666666,,74.32,71.37,75.72,,4.32068300443283,0.012378902045209927,0.0542244640605295,-0.006339144215530956,
2017-01-23,72.75,74.00999999999999,73.29142857142857,73.71733333333333,,,71.28,,54.63,4.287028906051602,,0.020622895622895605,,0.33168588687534317
2017-01-24,73.18,73.89285714285714,73.325,73.732,,73.74,73.66,,53.98,4.292922159591061,-0.0075942500678056425,-0.006516426825956961,,0.3556872915894778
2017-01-25,73.59,73.78857142857143,73.36571428571428,73.67933333333333,,74.0,75.04,,54.42,4.298509146938508,-0.005540540540540494,-0.019323027718550143,,0.35226019845644985
2017-01-26,75.38,74.02285714285713,73.68357142857143,73.75066666666666,,74.02,74.0,74.67,55.11,4.3225419878389895,0.018373412591191563,0.018648648648648587,0.009508504084638995,0.36780983487570307
2017-01-27,74.42,74.08285714285714,73.90142857142858,73.813,,75.24,74.32,73.53,,4.309724722918476,-0.01089845826687923,0.0013455328310011912,0.012103903168774657,
2017-01-30,71.72,73.75428571428571,73.93285714285715,73.77233333333334,,72.75,,,56.0,4.272769648736932,-0.014158075601374586,,,0.2807142857142857
2017-01-31,70.47,73.07285714285715,73.705,73.62833333333333,,73.18,73.74,,56.14,4.255187087338931,-0.03703197594971314,-0.0443449959316517,,0.2552547203420021
2017-02-01,71.48,72.89142857142858,73.45071428571428,73.53033333333333,,73.59,74.0,,55.94,4.2694176902912275,-0.028672373963853776,-0.034054054054054,,0.27779764032892396
2017-02-02,72.14,72.74285714285715,73.31785714285715,73.45233333333333,,75.38,74.02,72.71,57.23,4.278608675475393,-0.04298222340143268,-0.025398540934882405,-0.00783936184843891,0.26052769526472136
2017-02-03,73.06,72.66714285714286,73.22785714285715,73.35266666666666,,74.42,75.24,73.02,,4.291281021367136,-0.018274657350174677,-0.02897395002658151,0.0005477951246234765,
2017-02-06,73.5,72.39857142857143,73.21071428571429,73.27866666666665,,71.72,72.75,,59.31,4.297285406218791,0.02481873954266594,0.010309278350515464,,0.23925139099645923
2017-02-07,71.29,71.95142857142856,73.01714285714286,73.182,,70.47,73.18,,60.13,4.266756065129537,0.011636157230027066,-0.02582672861437552,,0.1855978712788958
2017-02-08,71.7,71.94857142857144,72.85142857142857,73.079,,71.48,73.59,71.28,59.94,4.272490747605575,0.003077783995523207,-0.025682837342030175,0.005892255892255916,0.1961961961961963
2017-02-09,72.98,72.30714285714285,72.69,73.02266666666668,66.50166666666667,72.14,75.38,73.66,60.25,4.290185431008302,0.011644025505960678,-0.03183868400106118,-0.009231604670105791,0.21128630705394197
2017-02-10,72.6,72.46714285714286,72.67928571428571,72.99166666666666,66.71666666666667,73.06,74.42,75.04,,4.28496492183075,-0.0062961949082946615,-0.024455791453910337,-0.032515991471215505,
2017-02-13,73.84,72.71000000000001,72.72642857142857,73.01033333333334,66.94011111111112,73.5,71.72,,66.06,4.301900590194597,0.004625850340136101,0.029559397657557232,,0.11777172267635484
2017-02-14,73.74,72.80714285714285,72.73714285714286,73.039,67.16144444444444,71.29,70.47,,65.5,4.300545392805998,0.0343666713424041,0.04640272456364405,,0.12580152671755718
2017-02-15,75.75,73.12857142857142,72.76357142857144,73.14033333333333,67.40333333333334,71.7,71.48,,67.86,4.327438444389479,0.056485355648535525,0.05973698936765523,,0.1162687886825818
2017-02-16,75.67,73.75428571428571,72.85285714285715,73.22866666666667,67.65722222222222,72.98,72.14,73.74,68.29,4.326381780706431,0.03685941353795557,0.048932630995286955,0.026173040412259384,0.10806853126372815
2017-02-17,75.96,74.36285714285714,73.1557142857143,73.39633333333333,67.899,72.6,73.06,74.0,,4.330206885944085,0.04628099173553719,0.039693402682726406,0.026486486486486403,
2017-02-21,75.41,74.71,73.50857142857141,73.53099999999999,68.14222222222223,73.74,71.29,,69.88,4.322939892214555,0.022647138595063763,0.057792116706410296,,0.07913566113337152
2017-02-22,75.43,75.11428571428571,73.79071428571429,73.66933333333334,68.39277777777778,75.75,71.7,72.75,,4.323205073865539,-0.004224422442244135,0.05202231520223157,0.03683848797250869,
2017-02-23,74.56,75.21714285714286,73.96357142857143,73.69933333333333,68.62466666666666,75.67,72.98,73.18,70.09,4.311604170377335,-0.014668957314655734,0.021649767059468323,0.0188576113692265,0.06377514624054785
2017-02-24,75.08,75.40857142857143,74.10785714285714,73.70066666666666,68.86777777777777,75.96,72.6,73.59,,4.3185542117183084,-0.011585044760400152,0.03415977961432513,0.020247316211441702,
2017-02-27,75.28,75.34142857142857,74.235,73.74333333333333,69.11500000000001,,73.84,,69.72,4.3212144952771245,,0.01950162513542792,,0.07974756167527255
2017-02-28,74.09,75.11571428571428,74.43499999999999,73.73566666666667,69.34177777777778,75.41,73.74,,68.95,4.3052805704285655,-0.017504309773239534,0.0047464062923787435,,0.0745467730239304
2017-03-01,75.39,75.03428571428572,74.69857142857143,73.79066666666667,69.56344444444444,75.43,75.75,71.72,68.47,4.32267464022361,-0.0005302929868753314,-0.0047524752475247446,0.05117122141662021,0.10106616036220245
2017-03-02,73.28,74.73,74.72,73.76666666666667,69.7491111111111,74.56,75.67,70.47,69.27,4.294287720365875,-0.01716738197424894,-0.031584511695520026,0.03987512416631194,0.057889418218565115
2017-03-03,75.59,74.75285714285714,74.93357142857143,73.819,69.97122222222222,75.08,75.96,71.48,,4.325323999304086,0.006792754395311736,-0.004870984728804507,0.057498601007274754,
2017-03-06,73.14,74.55,74.88357142857141,73.74900000000001,70.17233333333334,75.28,,,70.97,4.292375412721235,-0.028427205100956438,,,0.030576299845004956
2017-03-07,72.64,74.20142857142856,74.80499999999999,73.74533333333333,70.37244444444445,74.09,75.41,,72.43,4.285515734293038,-0.01957079227965991,-0.036732528842328555,,0.0028993510976114004
2017-03-08,73.44,73.93857142857144,74.64,73.75399999999999,70.58866666666667,75.39,75.43,73.5,72.74,4.296468746312235,-0.025865499403103898,-0.026382076097043735,-0.0008163265306122758,0.00962331591971409
2017-03-09,72.54,73.71714285714286,74.41642857142857,73.719,70.79,73.28,74.56,71.29,75.17,4.284138133854756,-0.0100982532751091,-0.027092274678111535,0.017534015991022583,-0.03498736197951304
2017-03-10,72.34,73.28142857142858,74.15785714285714,73.61766666666668,70.98144444444445,75.59,75.08,71.7,,4.281377226523952,-0.04299510517264188,-0.0364944059669685,0.008926080892608096,
2017-03-13,69.85,72.79142857142857,73.76071428571429,73.46533333333333,71.13277777777779,73.14,75.28,,72.55,4.246350085702971,-0.04498222586819806,-0.07213071200850169,,-0.03721571330117165
2017-03-14,66.55,71.5,73.12642857142858,73.29299999999999,71.25,72.64,74.09,,72.94,4.197953544841121,-0.0838381057268723,-0.10176811985423143,,-0.08760625171373733
2017-03-15,68.17,70.79,72.67,73.21633333333332,71.38366666666667,73.44,75.39,73.84,74.79,4.222004585374694,-0.0717592592592592,-0.09576866958482556,-0.07678764897074758,-0.08851450728707051
2017-03-16,67.56,70.06428571428572,72.13285714285713,73.08566666666667,71.51277777777779,72.54,73.28,73.74,74.42,4.2130160919396,-0.06865177832919774,-0.07805676855895195,-0.0838079739625711,-0.09217952163396935
2017-03-17,66.79,69.11428571428571,71.52642857142857,72.90733333333334,71.619,72.34,75.59,75.75,,4.201553368737545,-0.07672103953552664,-0.11641751554438413,-0.1182838283828382,
2017-03-20,67.49,68.39285714285714,71.05499999999999,72.72166666666666,71.71855555555555,69.85,73.14,,76.05,4.211979438755315,-0.033786685755189685,-0.07724911129340997,,-0.11255752794214337
2017-03-21,65.28,67.38428571428571,70.33285714285714,72.44766666666668,71.78488888888889,66.55,72.64,,75.72,4.178685710655851,-0.019083395942900015,-0.1013215859030837,,-0.13787638668779711
2017-03-22,66.95,66.97,69.88071428571429,72.30300000000001,71.86066666666667,68.17,73.44,,74.19,4.203946072137182,-0.017896435382132887,-0.08837145969498904,,-0.09758727591319578
2017-03-23,67.5,67.10571428571428,69.30285714285715,72.163,71.94466666666668,67.56,72.54,75.41,74.79,4.212127597878484,-0.0008880994671403534,-0.0694789081885857,-0.10489325023206467,-0.09747292418772571
2017-03-24,67.93,67.07142857142857,68.93071428571429,71.99466666666667,72.03,66.79,72.34,75.43,,4.218477763203211,0.017068423416679152,-0.060962123306607635,-0.0994299350391091,
2017-03-27,68.37,67.18714285714286,68.62571428571428,71.85366666666667,72.09033333333333,67.49,69.85,,74.67,4.2249341319257026,0.013038968736109198,-0.021188260558339153,,-0.08437123342707911
2017-03-28,70.74,67.75142857142858,68.43285714285715,71.75033333333333,72.14233333333334,65.28,66.55,,73.53,4.259011183777335,0.08363970588235284,0.06296018031555219,,-0.03794369645042848
2017-03-29,69.85,68.08857142857143,68.24071428571429,71.62066666666666,72.19066666666666,66.95,68.17,75.28,73.28,4.246350085702971,0.043315907393577165,0.024644271673756674,-0.07213071200850169,-0.04680676855895206
2017-03-30,70.78,68.87428571428572,68.12928571428571,71.455,72.22311111111111,67.5,67.56,74.09,72.88,4.259576474917317,0.04859259259259261,0.04766133806986381,-0.04467539479012015,-0.028814489571898937
2017-03-31,70.64,69.40142857142857,68.18571428571428,71.28733333333334,72.24922222222223,67.93,66.79,75.39,,4.257596556295705,0.03989400853820099,0.05764335978439877,-0.06300570367422735,
2017-04-03,71.35,69.95142857142858,68.52857142857142,71.13366666666666,72.27544444444445,68.37,67.49,,72.71,4.267597343922845,0.0435863682901856,0.05719365831975107,,-0.018704442305047444
2017-04-04,69.76,70.21285714285715,68.64214285714286,70.94533333333334,72.27833333333332,70.74,65.28,,73.02,4.245060779600724,-0.0138535482046931,0.06862745098039222,,-0.04464530265680623
2017-04-05,70.06,70.45428571428572,68.82071428571429,70.76633333333332,72.28033333333333,69.85,66.95,73.14,70.93,4.249352017769341,0.0030064423765212307,0.04645257654966392,-0.04211101996171723,-0.012265613985619688
2017-04-06,70.22,70.38,69.06571428571428,70.62166666666667,72.28177777777779,70.78,67.5,72.64,71.37,4.251633170740286,-0.007911839502684407,0.04029629629629628,-0.033314977973568305,-0.01611321283452439
2017-04-07,70.88,70.52714285714285,69.30785714285715,70.48166666666665,72.2998888888889,70.64,67.93,73.44,,4.2609883062968255,0.003397508493771162,0.04342705726483127,-0.0348583877995643,
2017-04-10,71.52,70.63285714285715,69.75357142857142,70.35633333333334,72.31988888888888,71.35,68.37,,73.66,4.269977130865259,0.0023826208829712927,0.04607283896445797,,-0.02905240293239208
2017-04-11,70.71,70.64285714285714,70.02214285714285,70.24366666666667,72.33944444444445,69.76,70.74,,75.04,4.25858700561615,0.013618119266054883,-0.00042408821034776843,,-0.05770255863539462
2017-04-12,69.93,70.44,70.19571428571429,70.06166666666667,72.35566666666666,70.06,69.85,69.85,74.0,4.247494741715776,-0.001855552383671074,0.0011453113815320332,0.0011453113815320332,-0.05499999999999991
2017-04-13,69.07,70.34142857142857,70.27714285714286,69.92133333333332,72.35344444444443,70.22,70.78,66.55,74.32,4.235120483100881,-0.016377100541156448,-0.024159367052839897,0.03786626596543946,-0.07064047362755652
2017-04-17,70.77,70.44285714285714,70.44857142857143,69.76066666666667,72.38133333333334,71.52,71.35,,73.74,4.259435182087693,-0.010486577181208054,-0.008128941836019598,,-0.040276647681041486
2017-04-18,67.75,70.09,70.235,69.58099999999999,72.34555555555556,70.71,69.76,,74.0,4.21582445975981,-0.04186112289633707,-0.028813073394495483,,-0.08445945945945946
2017-04-19,69.29,69.86285714285715,70.19500000000001,69.46933333333332,72.31066666666666,69.93,70.06,67.49,74.02,4.23830059563929,-0.00915200915200916,-0.010990579503282843,0.026670617869314142,-0.0639016482031882
2017-04-20,69.8,69.61714285714285,70.125,69.348,72.27799999999999,69.07,70.22,65.28,75.24,4.2456340097683265,0.010568987983205502,-0.0059812019367701755,0.06924019607843131,-0.07230196703880912
2017-04-21,69.56,69.45285714285714,70.04785714285714,69.24866666666667,72.21566666666666,,70.88,66.95,,4.242189689486082,,-0.018623024830699678,0.03898431665421956,
2017-04-24,71.0,69.60571428571428,70.02285714285713,69.204,72.19077777777778,70.77,71.52,,73.18,4.2626798770413155,0.003249964674297075,-0.0072706935123041955,,-0.029789559989068144
2017-04-25,70.97,69.87714285714286,70.10928571428572,69.24133333333334,72.17322222222222,67.75,70.71,,73.59,4.262257252536892,0.04752767527675275,0.003676990524678336,,-0.03560266340535405
2017-04-26,71.33,69.95714285714287,70.2,69.40066666666667,72.15533333333335,69.29,69.93,68.37,75.38,4.267316996289947,0.029441477846731012,0.020020020020019895,0.04329384232850656,-0.05372777925179089
2017-04-27,70.7,70.37857142857143,70.23428571428572,69.485,72.10988888888889,69.8,69.07,70.74,74.42,4.258445572902527,0.012893982808023004,0.02359924714058216,-0.000565450947130224,-0.049986562751948384
2017-04-28,70.21,70.51,70.18642857142858,69.57333333333332,72.06311111111111,69.56,,69.85,,4.2514907510291575,0.009344450833812414,,0.0051539012168933356,
2017-05-01,70.27,70.57714285714285,70.09714285714286,69.68933333333334,72.01633333333334,71.0,70.77,,70.47,4.252344965204106,-0.010281690140845127,-0.007065140596297867,,-0.002838087129274909
2017-05-02,73.94,71.20285714285714,70.32785714285714,69.90433333333334,71.99288888888888,70.97,67.75,,71.48,4.303253953508486,0.04184866845145835,0.09136531365313649,,0.0344152210408505
2017-05-03,74.21,71.66142857142857,70.63357142857143,70.202,71.97611111111111,71.33,69.29,71.35,72.14,4.306898911982042,0.040375718491518234,0.07100591715976312,0.04008409250175192,0.028694205711117176
2017-05-04,74.91,72.22428571428571,71.05071428571429,70.46733333333333,71.9841111111111,70.7,69.8,69.76,73.06,4.316287392959792,0.05954738330975946,0.07320916905444126,0.07382454128440354,0.02532165343553236
2017-05-05,75.3,72.79142857142857,71.37428571428572,70.72733333333333,71.98977777777777,70.21,69.56,70.06,,4.321480134805848,0.07249679532830086,0.08251868890166755,0.07479303454182122,
2017-05-08,74.98,73.40285714285713,71.89071428571428,70.96233333333333,71.99322222222222,70.27,71.0,,71.29,4.317221411307766,0.06702718087377271,0.05605633802816907,,0.05176041520549863
2017-05-09,78.55,74.5942857142857,72.55214285714285,71.30166666666666,72.04899999999999,73.94,70.97,,71.7,4.36373536470163,0.06234784960779009,0.10680569254614623,,0.09553695955369587
2017-05-10,78.55,75.77714285714286,73.17714285714285,71.562,72.10755555555556,74.21,71.33,71.52,72.98,4.36373536470163,0.05848268427435661,0.1012196831627646,0.09829418344519018,0.07632228007673325
2017-05-11,77.36,76.26571428571428,73.73428571428572,71.81233333333334,72.15733333333333,74.91,70.7,70.71,72.6,4.348469851145039,0.03270591376318253,0.09420084865629415,0.09404610380427106,0.0655647382920111
2017-05-12,76.41,76.58,74.12071428571429,72.0,72.19844444444445,75.3,70.21,69.93,,4.336113577659475,0.014741035856573699,0.08830650904429574,0.0926640926640925,
2017-05-15,77.79,76.99142857142859,74.60785714285714,72.23833333333333,72.25144444444443,74.98,70.27,,73.74,4.354012888218683,0.03747666044278477,0.10701579621460097,,0.05492270138323856
2017-05-16,79.06,77.52857142857144,75.16,72.49533333333333,72.34177777777778,78.55,73.94,,75.75,4.37020705786854,0.006492679821769639,0.06924533405463897,,0.043696369636963724
2017-05-17,76.18,77.7,75.55142857142857,72.70933333333332,72.39522222222223,78.55,74.21,70.77,75.67,4.333098961050458,-0.030171865054105542,0.026546287562323315,0.07644482125194307,0.006739791198625679
2017-05-18,75.98,77.33285714285715,75.96357142857143,72.90666666666667,72.44744444444444,77.36,74.91,67.75,75.96,4.330470147759479,-0.0178386763185108,0.014283807235349185,0.12147601476014766,0.00026329647182741226
2017-05-19,77.98,77.25142857142858,76.51428571428572,73.16533333333332,72.49544444444444,76.41,75.3,69.29,,4.356452383554451,0.02054704881560015,0.03559096945551138,0.1254149227882811,
2017-05-22,78.92,77.47428571428573,76.87,73.43333333333334,72.53855555555556,77.79,74.98,,75.41,4.368434681154414,0.014526288726057273,0.05254734595892235,,0.046545550987932706
2017-05-23,79.03,77.84857142857143,77.21428571428571,73.68366666666667,72.59444444444445,79.06,78.55,,75.43,4.369827527216884,-0.00037945863900836244,0.006110757479312591,,0.04772636881877229
2017-05-24,78.94,78.01285714285714,77.50214285714286,73.95800000000001,72.64577777777778,76.18,78.55,71.0,74.56,4.368688070234701,0.03622998162247297,0.004964990451941446,0.11183098591549293,0.058744635193132985
