timestamp,JBLU,JBLU_rolling_7_day_avg,JBLU_rolling_14_day_avg,JBLU_rolling_30_day_avg,JBLU_rolling_90_day_avg,JBLU_7_days_ago,JBLU_14_days_ago,JBLU_30_days_ago,JBLU_90_days_ago,JBLU_log_price,JBLU_pct_change_7_days,JBLU_pct_change_14_days,JBLU_pct_change_30_days,JBLU_pct_change_90_days
2016-11-21,20.67,20.252857142857145,19.03142857142857,18.427999999999997,,19.73,17.85,,,3.028683373693677,0.047643182970096364,0.15798319327731092,,
2016-11-22,20.72,20.462857142857143,19.3,18.523333333333333,,20.44,18.25,,,3.031099417391282,0.013698630136986183,0.1353424657534246,,
2016-11-23,20.98,20.641428571428573,19.589285714285715,18.630333333333333,,20.21,18.47,18.75,,3.043569602968151,0.038099950519544755,0.13589604764482954,0.11893333333333335,
2016-11-25,21.06,20.73,19.87857142857143,18.725,,20.73,19.25,17.55,,3.0473755067058295,0.015918958031837835,0.09402597402597396,0.19999999999999987,
2016-11-28,20.6,20.785714285714285,20.074999999999996,18.817,,20.67,19.73,,,3.0252910757955354,-0.0033865505563618905,0.04409528636594024,,
2016-11-29,20.7,20.78,20.25,18.91466666666667,,20.72,20.44,,,3.0301337002713233,-0.0009652509652509448,0.012720156555772896,,
2016-11-30,20.09,20.68857142857143,20.365714285714287,18.99166666666667,,20.98,20.21,17.48,,3.000222178826843,-0.04242135367016209,-0.005937654626422612,0.14931350114416472,
2016-12-01,20.4,20.650000000000002,20.451428571428576,19.06366666666667,,,20.74,17.28,,3.0155349008501706,,-0.016393442622950814,0.18055555555555539,
2016-12-02,20.93,20.68,20.571428571428573,19.141333333333332,,21.06,20.73,16.96,,3.0411835364579085,-0.006172839506172792,0.009647853352629005,0.2340801886792452,
2016-12-05,20.9,20.66857142857143,20.655,19.218999999999998,,20.6,20.67,,,3.039749158970765,0.014563106796116367,0.01112723754233173,,
2016-12-06,21.19,20.687142857142856,20.708571428571428,19.300333333333334,,20.7,20.72,,,3.0535293722802077,0.023671497584541158,0.0226833976833978,,
2016-12-07,21.89,20.87142857142857,20.82857142857143,19.427666666666667,,20.09,20.98,17.85,,3.0860299115347716,0.08959681433549033,0.04337464251668256,0.2263305322128851,
2016-12-08,21.83,21.032857142857143,20.90642857142857,19.570333333333334,,20.4,,18.25,,3.0832851705618523,0.07009803921568626,,0.19616438356164373,
2016-12-09,21.9,21.291428571428572,20.990000000000002,19.721666666666668,,20.93,21.06,18.47,,3.086486636822455,0.04634495938843759,0.03988603988603988,0.1857065511640498,
2016-12-12,21.62,21.465714285714284,21.05785714285714,19.867,,20.9,20.6,,,3.073618812211062,0.034449760765550355,0.04951456310679609,,
2016-12-13,22.53,21.694285714285716,21.187142857142856,20.03533333333333,,21.19,20.7,,,3.114847754444153,0.06323737612081169,0.08840579710144937,,
2016-12-14,22.15,21.872857142857146,21.270714285714284,20.197666666666667,,21.89,20.09,19.73,,3.0978374964911444,0.0118775696665143,0.10253857640617216,0.12265585402939676,
2016-12-15,22.49,22.05857142857143,21.37285714285714,20.382,,21.83,20.4,20.44,,3.1130707659712242,0.030233623453962445,0.10245098039215686,0.10029354207436385,
2016-12-16,22.18,22.099999999999998,21.485714285714288,20.557000000000002,,21.9,20.93,20.21,,3.099190981922221,0.012785388127853934,0.059722885809842335,0.09747649678377035,
2016-12-19,22.51,22.197142857142858,21.615,20.740333333333336,,21.62,20.9,,,3.113959654918641,0.04116558741905645,0.07703349282296666,,
2016-12-20,22.79,22.32428571428571,21.80785714285714,20.904999999999998,,22.53,21.19,,,3.126321843257593,0.011540168664003462,0.07550731477111834,,
2016-12-21,22.71,22.479999999999997,21.97285714285714,21.05366666666667,,22.15,21.89,20.67,,3.122805356117467,0.025282167042889495,0.037460027409776164,0.0986937590711175,
2016-12-22,22.19,22.43142857142857,22.062857142857144,21.177666666666664,,22.49,21.83,20.72,,3.0996417369445024,-0.013339261894175064,0.016491067338525102,0.07094594594594607,
2016-12-23,22.27,22.44857142857143,22.160714285714285,21.279999999999998,,22.18,21.9,20.98,,3.1032404812692764,0.0040577096483318245,0.016894977168949818,0.06148713060057193,
2016-12-27,22.28,22.41857142857143,22.238571428571426,21.381000000000004,,22.79,22.53,,,3.1036894150590832,-0.022378236068450987,-0.011096316023080336,,
2016-12-28,22.03,22.397142857142857,22.24857142857143,21.457666666666668,,22.71,22.15,20.6,,3.092405160814252,-0.029942756494936138,-0.0054176072234761825,0.06941747572815532,
2016-12-29,22.14,22.344285714285718,22.270714285714288,21.514333333333333,,22.19,22.49,20.7,,3.0973859272804907,-0.002253267237494399,-0.01556247220987096,0.06956521739130442,
2016-12-30,22.42,22.291428571428572,22.30785714285714,21.588,,22.27,22.18,20.09,,3.109953417644014,0.006735518634934986,0.010820559062218304,0.11597809855649586,
2017-01-03,22.39,22.24571428571429,22.36285714285714,21.642999999999997,,22.28,22.79,,17.86,3.1086144306106633,0.004937163375224391,-0.01755155770074588,,0.25363941769316917
2017-01-04,22.65,22.31142857142857,22.37142857142857,21.707,,22.03,22.71,20.9,17.62,3.120159851929043,0.028143440762596342,-0.0026420079260238783,0.08373205741626795,0.2854710556186151
2017-01-05,22.27,22.31142857142857,22.38,21.760333333333335,,22.14,22.19,21.19,17.39,3.1032404812692764,0.005871725383920461,0.00360522757999091,0.05096743747050487,0.2806210465784933
2017-01-06,21.83,22.247142857142855,22.332857142857144,21.79733333333333,,22.42,22.27,21.89,,3.0832851705618523,-0.02631578947368436,-0.0197575213291424,-0.0027409776153495785,
2017-01-09,22.05,22.25,22.32357142857143,21.833000000000002,,,,,17.86,3.093312601892855,,,,0.23460246360582315
2017-01-10,22.51,22.302857142857142,22.32357142857143,21.881333333333334,,22.39,22.28,,17.77,3.113959654918641,0.0053595355069227775,0.010323159784560162,,0.26674169949352855
2017-01-11,22.78,22.354285714285712,22.322857142857142,21.954,,22.65,22.03,21.62,18.22,3.125882958019036,0.005739514348785986,0.034044484793463455,0.05365402405180389,0.2502744237102087
2017-01-12,21.82,22.27285714285714,22.259285714285717,21.991333333333333,,22.27,22.14,22.53,17.84,3.0828269804049246,-0.02020655590480464,-0.014453477868112028,-0.031513537505548195,0.22309417040358748
2017-01-13,21.76,22.145714285714288,22.22857142857143,22.047,,21.83,22.42,22.15,,3.080073421987742,-0.0032065964269352605,-0.029438001784121325,-0.017607223476297836,
2017-01-17,21.34,22.012857142857143,22.162142857142857,22.078333333333333,,22.51,22.39,,18.24,3.060583245873607,-0.05197689915593077,-0.046895935685573945,,0.16995614035087728
2017-01-18,21.49,21.964285714285715,22.10571428571429,22.097,,22.78,22.65,22.51,18.6,3.067587710654419,-0.056628621597893,-0.0512141280353201,-0.04531319413593972,0.15537634408602133
2017-01-19,21.36,21.865714285714287,22.05785714285714,22.112333333333332,,21.82,22.27,22.79,18.57,3.061520014091994,-0.021081576535288766,-0.04086214638527167,-0.06274681878016673,0.15024232633279477
2017-01-20,21.41,21.708571428571428,22.005714285714284,22.119666666666667,,21.76,21.83,22.71,,3.0638581026015914,-0.016084558823529476,-0.01923957856161238,-0.05724350506384855,
2017-01-23,21.04,21.46,21.907142857142855,22.091333333333335,,,22.05,,18.07,3.046425387869509,,-0.04580498866213159,,0.16436081903707797
2017-01-24,21.42,21.40285714285714,21.837857142857143,22.077666666666666,,21.34,22.51,,17.55,3.064325065019603,0.0037488284910966187,-0.04842292314526876,,0.22051282051282056
2017-01-25,21.77,21.404285714285713,21.775000000000002,22.073333333333334,,21.49,22.78,,17.36,3.080532875246456,0.013029315960912106,-0.044337137840210775,,0.2540322580645161
2017-01-26,21.1,21.37,21.69142857142857,22.055999999999997,,21.36,21.82,22.28,17.26,3.0492730404820207,-0.012172284644194663,-0.03299725022914752,-0.052962298025134635,0.2224797219003476
2017-01-27,19.65,21.107142857142858,21.535714285714285,21.959999999999997,,21.41,21.76,22.03,,2.9780773383152703,-0.08220457730032703,-0.09696691176470601,-0.10803449841125749,
2017-01-30,19.36,20.821428571428573,21.34357142857143,21.867,,21.04,,,17.28,2.963209081848431,-0.07984790874524714,,,0.12037037037037027
2017-01-31,19.61,20.564285714285713,21.13642857142857,21.771,,21.42,21.34,,16.96,2.976039640208255,-0.08450046685340813,-0.08106841611996253,,0.15624999999999992
2017-02-01,19.38,20.327142857142857,20.89357142857143,21.677666666666664,,21.77,21.49,,16.93,2.96424160646262,-0.10978410656867252,-0.09818520241973008,,0.14471352628470166
2017-02-02,19.37,20.034285714285716,20.718571428571426,21.572999999999997,,21.1,21.36,22.39,17.01,2.9637254774189046,-0.08199052132701423,-0.09316479400749057,-0.13488164359088878,0.13874191651969425
2017-02-03,19.5,19.71,20.557142857142853,21.46333333333333,,19.65,21.41,22.65,,2.970414465569701,-0.0076335877862594706,-0.0892106492293321,-0.13907284768211914,
2017-02-06,19.5,19.481428571428573,20.42571428571429,21.356333333333332,,19.36,21.04,,18.25,2.970414465569701,0.007231404958677716,-0.07319391634980985,,0.0684931506849315
2017-02-07,18.86,19.368571428571425,20.23785714285714,21.245333333333335,,19.61,21.42,,18.47,2.937043277205311,-0.0382457929627741,-0.11951447245564903,,0.021115322144017356
2017-02-08,19.29,19.358571428571427,20.09,21.146,,19.38,21.77,22.05,19.2,2.9595868269176377,-0.0046439628482972065,-0.1139182361047313,-0.12517006802721095,0.004687499999999993
2017-02-09,19.97,19.41,19.987142857142857,21.069,20.111333333333334,19.37,21.1,22.51,19.25,2.994231147427724,0.030975735673722138,-0.05355450236966836,-0.11283873833851633,0.03740259740259734
2017-02-10,19.8,19.47,19.898571428571426,20.994666666666667,20.135111111111108,19.5,19.65,22.78,,2.9856819377004897,0.015384615384615422,0.007633587786259651,-0.13081650570676032,
2017-02-13,19.84,19.537142857142857,19.785714285714285,20.918,20.157444444444444,19.5,19.36,,20.44,2.987700101856727,0.017435897435897428,0.024793388429752088,,-0.029354207436399285
2017-02-14,19.66,19.56,19.634999999999998,20.826000000000004,20.177444444444443,18.86,19.61,,20.21,2.9785861147190205,0.04241781548250269,0.002549719530851643,,-0.02721425037110345
2017-02-15,19.91,19.618571428571425,19.55,20.743333333333336,20.20288888888889,19.29,19.38,,20.74,2.991222118076105,0.03214100570243655,0.02734778121775032,,-0.040019286403085746
2017-02-16,19.84,19.75857142857143,19.56357142857143,20.64966666666667,20.23011111111111,19.97,19.37,21.34,20.73,2.987700101856727,-0.006509764646970406,0.02426432627774904,-0.07029053420805999,-0.04293294741919926
2017-02-17,20.11,19.875714285714285,19.617142857142856,20.577666666666666,20.255333333333333,19.8,19.5,21.49,,3.001217203784561,0.01565656565656559,0.031282051282051256,-0.06421591437878078,
2017-02-21,20.1,19.89428571428572,19.652142857142856,20.52,20.28022222222222,19.66,18.86,,20.98,3.0007198150650303,0.02238046795523913,0.06574761399787922,,-0.04194470924690176
2017-02-22,19.92,19.91142857142857,19.690714285714286,20.449,20.304111111111112,19.91,19.29,21.04,,2.991724252156452,0.0005022601707685366,0.03265940902021786,-0.05323193916349798,
2017-02-23,19.61,19.87857142857143,19.707857142857144,20.352333333333334,20.319555555555556,19.84,19.97,21.42,21.06,2.976039640208255,-0.011592741935483892,-0.018027040560841236,-0.08450046685340813,-0.0688509021842355
2017-02-24,19.57,19.865714285714287,19.712857142857143,20.245333333333335,20.33877777777778,20.11,19.8,21.77,,2.9739977814079848,-0.026852312282446503,-0.011616161616161637,-0.1010564997703261,
2017-02-27,19.97,19.874285714285715,19.74642857142857,20.183666666666667,20.36322222222222,,19.84,,20.7,2.994231147427724,,0.00655241935483866,,-0.03526570048309181
2017-02-28,19.96,19.891428571428573,19.825,20.12366666666667,20.387444444444444,20.1,19.66,,20.09,2.993730270883318,-0.006965174129353262,0.015259409969481216,,-0.006470881035340916
2017-03-01,20.5,19.947142857142858,19.911428571428576,20.095666666666666,20.412555555555553,19.92,19.91,19.36,20.4,3.0204248861443626,0.029116465863453726,0.02963335007533902,0.05888429752066119,0.004901960784313796
2017-03-02,19.89,19.91714285714286,19.905714285714286,20.042333333333335,20.42688888888889,19.61,19.84,19.61,20.93,2.9902170928658807,0.014278429372769054,0.0025201612903226166,0.014278429372769054,-0.04968944099378878
2017-03-03,20.2,19.957142857142856,19.934285714285714,20.003666666666668,20.445,19.57,20.11,19.38,,3.005682604407159,0.03219213081246801,0.0044753853804077506,0.04231166150670796,
2017-03-06,19.41,19.928571428571427,19.903571428571432,19.937,20.452333333333335,19.97,,,21.19,2.9657883971809187,-0.0280420630946419,,,-0.08400188768286933
2017-03-07,19.26,19.884285714285713,19.875,19.877666666666666,20.465555555555554,19.96,20.1,,21.89,2.9580304063699794,-0.03507014028056109,-0.04179104477611939,,-0.12014618547281859
2017-03-08,19.38,19.8,19.837142857142858,19.80966666666667,20.48588888888889,20.5,19.92,19.5,21.83,2.96424160646262,-0.05463414634146346,-0.02710843373493989,-0.006153846153846205,-0.11223087494273933
2017-03-09,19.08,19.674285714285713,19.782857142857143,19.719999999999995,20.505,19.89,19.61,18.86,21.9,2.9486406660201405,-0.0407239819004526,-0.027027027027027088,0.011664899257688169,-0.12876712328767126
2017-03-10,20.04,19.608571428571427,19.777857142857147,19.68466666666667,20.535888888888888,20.2,19.57,19.29,,2.997730276216664,-0.007920792079207928,0.024016351558507863,0.038880248833592534,
2017-03-13,20.04,19.63,19.773571428571426,19.69766666666667,20.564333333333334,19.41,19.97,,22.53,2.997730276216664,0.032457496136012315,0.0035052578868302597,,-0.11051930758988024
2017-03-14,19.63,19.548571428571428,19.752857142857142,19.706666666666667,20.590444444444447,19.26,19.96,,22.15,2.9770590082883697,0.019210799584631226,-0.016533066132264622,,-0.11376975169300224
2017-03-15,20.09,19.645714285714288,19.787142857142857,19.72266666666667,20.625222222222224,19.38,20.5,19.84,22.49,3.000222178826843,0.03663570691434473,-0.020000000000000007,0.012600806451612904,-0.10671409515340145
2017-03-16,20.02,19.754285714285714,19.819285714285712,19.744000000000003,20.659555555555553,19.08,19.89,19.66,22.18,2.9967317738870745,0.049266247379455,0.0065359477124182505,0.01831129196337739,-0.09738503155996393
2017-03-17,20.16,19.865714285714287,19.832857142857144,19.770333333333333,20.694555555555556,20.04,20.2,19.91,,3.0037004432031678,0.005988023952095858,-0.001980198019801938,0.012556504269211451,
2017-03-20,20.29,20.03857142857143,19.85642857142857,19.796666666666667,20.721666666666668,20.04,19.41,,22.79,3.0101281538377234,0.0124750499001996,0.0453374549201442,,-0.10969723562966213
2017-03-21,19.76,19.99857142857143,19.803571428571427,19.805333333333337,20.738444444444443,19.63,19.26,,22.71,2.983659692319722,0.006622516556291522,0.025960539979231565,,-0.1298987230295024
2017-03-22,19.8,19.964285714285715,19.797142857142855,19.836666666666666,20.75322222222222,20.09,19.38,,22.19,2.9856819377004897,-0.014435042309606728,0.021671826625387088,,-0.10770617395223075
2017-03-23,19.92,20.005714285714287,19.777142857142856,19.857666666666667,20.761222222222223,20.02,19.08,20.1,22.27,2.991724252156452,-0.004995004995004888,0.04402515723270459,-0.008955223880597,-0.10552312528064652
2017-03-24,19.94,19.984285714285715,19.814999999999998,19.85666666666667,20.76888888888889,20.16,20.04,19.92,,2.9927277645336923,-0.010912698412698357,-0.0049900199600797345,0.0010040160642570066,
2017-03-27,20.29,20.02285714285714,19.888571428571428,19.872999999999998,20.775111111111112,20.29,20.04,,22.28,3.0101281538377234,0.0,0.0124750499001996,,-0.0893177737881509
2017-03-28,20.82,20.117142857142856,19.99142857142857,19.90566666666667,20.779333333333334,19.76,19.63,,22.03,3.035914063186823,0.053643724696356206,0.06062149770759049,,-0.05492510213345442
2017-03-29,20.64,20.16714285714286,20.102857142857143,19.938333333333333,20.78411111111111,19.8,20.09,19.97,22.14,3.027230940613362,0.04242424242424241,0.027376804380288736,0.03355032548823243,-0.06775067750677506
2017-03-30,20.73,20.305714285714288,20.152142857142856,19.965666666666667,20.784,19.92,20.02,19.96,22.42,3.0315819264476884,0.04066265060240957,0.035464535464535506,0.03857715430861721,-0.07537912578055313
2017-03-31,20.61,20.421428571428574,20.192857142857147,19.991333333333333,20.782666666666664,19.94,20.16,20.5,,3.0257763949023677,0.03360080240722157,0.022321428571428537,0.005365853658536558,
2017-04-03,20.64,20.524285714285718,20.265000000000004,20.009000000000004,20.782333333333334,20.29,20.29,,22.39,3.027230940613362,0.017249876786594454,0.017249876786594454,,-0.07815989280928987
2017-04-04,20.51,20.60571428571429,20.294999999999998,20.02266666666667,20.78,20.82,19.76,,22.65,3.0209125720842893,-0.014889529298751139,0.03795546558704453,,-0.09448123620309039
2017-04-05,20.57,20.645714285714288,20.334285714285716,20.04433333333333,20.775444444444442,20.64,19.8,19.41,22.27,3.0238337036648657,-0.003391472868217068,0.03888888888888887,0.05976300875837198,-0.0763358778625954
2017-04-06,20.91,20.65857142857143,20.387857142857143,20.087666666666667,20.773777777777777,20.73,19.92,19.26,21.83,3.0402275134405423,0.008683068017366123,0.04969879518072281,0.08566978193146409,-0.042143838754008164
2017-04-07,21.1,20.724285714285713,20.445714285714285,20.138666666666666,20.779333333333334,20.61,19.94,19.38,,3.0492730404820207,0.02377486656962649,0.05817452357071214,0.08875128998968021,
2017-04-10,21.25,20.798571428571428,20.552142857142858,20.18133333333333,20.785444444444444,20.64,20.29,,22.51,3.056356895370426,0.029554263565891446,0.04731394775751606,,-0.05597512216792543
2017-04-11,21.54,20.931428571428572,20.676428571428573,20.233999999999998,20.801555555555556,20.51,20.82,,22.78,3.0699116717282426,0.05021940516821051,0.034582132564841446,,-0.054433713784021155
2017-04-12,21.2,21.011428571428574,20.767857142857142,20.25733333333333,20.810444444444446,20.57,20.64,20.04,21.82,3.054001181677967,0.030627126883811327,0.02713178294573637,0.05788423153692616,-0.028414298808432676
2017-04-13,20.73,21.042857142857144,20.824285714285715,20.28533333333333,20.808222222222224,20.91,20.73,19.63,21.76,3.0315819264476884,-0.008608321377331406,0.0,0.05603667855323492,-0.04733455882352946
2017-04-17,20.92,21.092857142857145,20.869285714285716,20.309333333333335,20.808444444444444,21.25,20.64,,21.34,3.040705639196722,-0.015529411764705802,0.013565891472868272,,-0.019681349578256707
2017-04-18,20.79,21.075714285714287,20.867142857142856,20.35533333333333,20.804000000000002,21.54,20.51,,21.49,3.0344721018699214,-0.034818941504178275,0.013651877133105682,,-0.032573289902280096
2017-04-19,21.2,21.09,20.907142857142855,20.419999999999998,20.796333333333333,21.2,20.57,20.29,21.36,3.054001181677967,0.0,0.030627126883811327,0.0448496796451454,-0.007490636704119857
2017-04-20,21.39,21.110000000000003,20.954285714285714,20.487000000000002,20.791444444444444,20.73,20.91,19.76,21.41,3.062923523094314,0.031837916063675836,0.022955523672883806,0.08248987854251007,-0.0009341429238673318
2017-04-21,21.53,21.108571428571427,21.02,20.56866666666667,20.787333333333333,,21.1,19.8,,3.0694473113762717,,0.020379146919431265,0.0873737373737374,
2017-04-24,21.75,21.187142857142856,21.099285714285713,20.625666666666667,20.788777777777778,20.92,21.25,,21.42,3.079613757534693,0.03967495219885269,0.023529411764705882,,0.015406162464985914
2017-04-25,22.47,21.435714285714287,21.239285714285717,20.706666666666667,20.78811111111111,20.79,21.54,,21.77,3.112181086197238,0.0808080808080808,0.043175487465181045,,0.03215434083601283
2017-04-26,22.25,21.625714285714285,21.359285714285715,20.794,20.78922222222222,21.2,21.2,20.29,21.1,3.1023420086122493,0.04952830188679249,0.04952830188679249,0.09659931000492858,0.05450236966824638
2017-04-27,22.14,21.818571428571428,21.447142857142858,20.862333333333332,20.785333333333334,21.39,20.73,20.82,19.65,3.0973859272804907,0.03506311360448808,0.06801736613603473,0.0634005763688761,0.1267175572519085
2017-04-28,21.83,21.90857142857143,21.499285714285715,20.922666666666665,20.781444444444443,21.53,,20.64,,3.0832851705618523,0.013934045517881893,,0.05765503875968981,
2017-05-01,21.62,21.94142857142857,21.525714285714287,20.971333333333334,20.771555555555555,21.75,20.92,,19.61,3.073618812211062,-0.005977011494252828,0.03346080305927339,,0.10249872514023466
2017-05-02,22.06,22.017142857142858,21.562857142857144,21.030333333333335,20.763444444444445,22.47,20.79,,19.38,3.0937660138253564,-0.018246550956831337,0.06108706108706107,,0.13828689370485037
2017-05-03,21.9,22.038571428571426,21.61285714285714,21.10166666666667,20.75444444444444,22.25,21.2,20.64,19.37,3.086486636822455,-0.01573033707865175,0.03301886792452827,0.06104651162790688,0.13061435209086203
2017-05-04,21.54,21.905714285714282,21.670714285714286,21.159666666666666,20.747222222222224,22.14,21.39,20.51,19.5,3.0699116717282426,-0.02710027100271009,0.007012622720897549,0.05021940516821051,0.10461538461538457
2017-05-05,21.51,21.8,21.71285714285714,21.212666666666667,20.738777777777777,21.83,21.53,20.57,,3.068517943279639,-0.014658726523133154,-0.0009289363678587818,0.04569761789013132,
2017-05-08,21.41,21.695714285714285,21.75714285714286,21.261666666666667,20.72911111111111,21.62,21.75,,18.86,3.0638581026015914,-0.00971322849213695,-0.01563218390804597,,0.13520678685047724
2017-05-09,21.84,21.697142857142858,21.802857142857142,21.313333333333333,20.727,22.06,22.47,,19.29,3.083743150876704,-0.009972801450589252,-0.02803738317757005,,0.13219284603421466
2017-05-10,21.63,21.698571428571427,21.819999999999997,21.34033333333333,20.72133333333333,21.9,22.25,21.25,19.97,3.0740812399649675,-0.012328767123287652,-0.02786516853932589,0.017882352941176422,0.08312468703054583
2017-05-11,21.58,21.629999999999995,21.823571428571427,21.371666666666666,20.712,21.54,22.14,21.54,19.8,3.0717669598299886,0.001857010213556135,-0.025293586269196127,0.001857010213556135,0.08989898989898977
2017-05-12,21.23,21.534285714285716,21.78642857142857,21.388333333333332,20.699111111111108,21.51,21.83,21.2,,3.055415275715165,-0.013017201301720183,-0.027485112230874846,0.0014150943396226952,
2017-05-15,21.26,21.494285714285713,21.699999999999996,21.41,20.683666666666667,21.41,21.62,,19.66,3.056827372913802,-0.007006071929005072,-0.016651248843663247,,0.08138351983723303
2017-05-16,21.51,21.494285714285716,21.647142857142857,21.439,20.675222222222224,21.84,22.06,,19.91,3.068517943279639,-0.015109890109890032,-0.024932003626473128,,0.08036162732295336
2017-05-17,20.96,21.43,21.562857142857144,21.454,20.665555555555553,21.63,21.9,20.92,19.84,3.0426158594528414,-0.030975496994914385,-0.04292237442922364,0.0019120458891012976,0.05645161290322586
2017-05-18,21.01,21.31142857142857,21.504285714285714,21.468666666666667,20.654,21.58,21.54,20.79,20.11,3.044998514856909,-0.026413345690453977,-0.0246053853296192,0.0105820105820107,0.04475385380407768
2017-05-19,21.28,21.261428571428574,21.48,21.480999999999998,20.640333333333334,21.23,21.51,21.2,,3.0577676644734435,0.002355157795572337,-0.010692701069270127,0.0037735849056604646,
2017-05-22,21.57,21.259999999999998,21.445,21.49666666666667,20.62688888888889,21.26,21.41,,20.1,3.071303460401065,0.014581373471307559,0.00747314339093882,,0.07313432835820889
2017-05-23,22.08,21.381428571428575,21.457857142857144,21.524333333333335,20.62977777777778,21.51,21.84,,19.92,3.0946722214088944,0.026499302649930112,0.010989010989010917,,0.10843373493975886
